client_id,montant_moyen,dernière_transaction,nb_transactions_mois,dernière_transaction_jour,cluster,cluster_name
756,311549,17/08/2025,18,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
757,747380,02/08/2025,11,26,1,Moyen montant / faible activité / ancien
758,589350,25/08/2025,18,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
759,208241,03/08/2025,4,25,1,Moyen montant / faible activité / ancien
760,251153,18/08/2025,0,10,3,Faible montant / faible activité / intermédiaire
761,912100,16/08/2025,19,12,0,Élevé montant / élevé activité / ancien
762,228654,02/08/2025,15,26,5,"Petits mais actifs (faible montant, très actifs)"
763,750207,22/08/2025,0,6,2,Élevé montant / moyen activité / récent
764,501088,14/08/2025,23,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
765,552484,19/08/2025,14,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
766,193513,19/08/2025,12,9,3,Faible montant / faible activité / intermédiaire
767,903467,05/08/2025,12,23,0,Élevé montant / élevé activité / ancien
768,63864,10/08/2025,25,18,5,"Petits mais actifs (faible montant, très actifs)"
769,26887,14/08/2025,11,14,3,Faible montant / faible activité / intermédiaire
770,417025,13/08/2025,18,15,4,"Fidèles réguliers (activité élevée, montant moyen)"
771,980957,14/08/2025,6,14,2,Élevé montant / moyen activité / récent
772,478040,06/08/2025,0,22,1,Moyen montant / faible activité / ancien
773,393323,01/08/2025,6,27,1,Moyen montant / faible activité / ancien
774,859676,24/08/2025,3,4,2,Élevé montant / moyen activité / récent
775,666770,20/08/2025,5,8,2,Élevé montant / moyen activité / récent
776,445251,11/08/2025,5,17,1,Moyen montant / faible activité / ancien
777,194559,14/08/2025,20,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
778,669363,08/08/2025,17,20,0,Élevé montant / élevé activité / ancien
779,774985,06/08/2025,24,22,0,Élevé montant / élevé activité / ancien
780,699439,09/08/2025,17,19,0,Élevé montant / élevé activité / ancien
781,944778,07/08/2025,20,21,0,Élevé montant / élevé activité / ancien
782,501782,06/08/2025,5,22,1,Moyen montant / faible activité / ancien
783,253471,20/08/2025,9,8,3,Faible montant / faible activité / intermédiaire
784,857817,16/08/2025,15,12,2,Élevé montant / moyen activité / récent
785,745398,21/08/2025,15,7,2,Élevé montant / moyen activité / récent
786,25005,01/08/2025,14,27,5,"Petits mais actifs (faible montant, très actifs)"
787,309254,01/08/2025,16,27,5,"Petits mais actifs (faible montant, très actifs)"
788,751791,19/08/2025,23,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
789,140415,01/08/2025,2,27,1,Moyen montant / faible activité / ancien
790,169636,18/08/2025,10,10,3,Faible montant / faible activité / intermédiaire
791,823584,21/08/2025,18,7,2,Élevé montant / moyen activité / récent
792,247634,13/08/2025,20,15,5,"Petits mais actifs (faible montant, très actifs)"
793,498397,20/08/2025,12,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
794,777224,15/08/2025,0,13,2,Élevé montant / moyen activité / récent
795,795322,21/08/2025,13,7,2,Élevé montant / moyen activité / récent
796,772515,10/08/2025,7,18,1,Moyen montant / faible activité / ancien
797,603482,11/08/2025,12,17,1,Moyen montant / faible activité / ancien
798,176968,05/08/2025,2,23,1,Moyen montant / faible activité / ancien
799,565380,25/08/2025,15,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
800,408707,05/08/2025,15,23,5,"Petits mais actifs (faible montant, très actifs)"
801,95217,22/08/2025,8,6,3,Faible montant / faible activité / intermédiaire
802,662686,10/08/2025,17,18,0,Élevé montant / élevé activité / ancien
803,328819,08/08/2025,16,20,5,"Petits mais actifs (faible montant, très actifs)"
804,644978,15/08/2025,24,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
805,170642,11/08/2025,4,17,3,Faible montant / faible activité / intermédiaire
806,401619,09/08/2025,16,19,5,"Petits mais actifs (faible montant, très actifs)"
807,338693,11/08/2025,14,17,5,"Petits mais actifs (faible montant, très actifs)"
808,378896,15/08/2025,3,13,3,Faible montant / faible activité / intermédiaire
809,638742,15/08/2025,5,13,2,Élevé montant / moyen activité / récent
810,92394,23/08/2025,3,5,3,Faible montant / faible activité / intermédiaire
811,213199,13/08/2025,15,15,5,"Petits mais actifs (faible montant, très actifs)"
812,310610,22/08/2025,10,6,3,Faible montant / faible activité / intermédiaire
813,274762,21/08/2025,13,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
814,854573,17/08/2025,19,11,0,Élevé montant / élevé activité / ancien
815,91392,14/08/2025,12,14,3,Faible montant / faible activité / intermédiaire
816,260578,22/08/2025,0,6,3,Faible montant / faible activité / intermédiaire
817,299615,19/08/2025,14,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
818,952669,20/08/2025,0,8,2,Élevé montant / moyen activité / récent
819,79465,11/08/2025,7,17,3,Faible montant / faible activité / intermédiaire
820,796414,24/08/2025,5,4,2,Élevé montant / moyen activité / récent
821,115909,04/08/2025,16,24,5,"Petits mais actifs (faible montant, très actifs)"
822,626093,13/08/2025,16,15,0,Élevé montant / élevé activité / ancien
823,282210,11/08/2025,5,17,3,Faible montant / faible activité / intermédiaire
824,420048,24/08/2025,17,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
825,276552,15/08/2025,17,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
826,635500,19/08/2025,24,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
827,589907,17/08/2025,24,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
828,864578,15/08/2025,4,13,2,Élevé montant / moyen activité / récent
829,609108,16/08/2025,14,12,2,Élevé montant / moyen activité / récent
830,612007,08/08/2025,12,20,1,Moyen montant / faible activité / ancien
831,726102,20/08/2025,5,8,2,Élevé montant / moyen activité / récent
832,934265,23/08/2025,19,5,2,Élevé montant / moyen activité / récent
833,954126,14/08/2025,20,14,0,Élevé montant / élevé activité / ancien
834,94259,09/08/2025,24,19,5,"Petits mais actifs (faible montant, très actifs)"
835,565830,24/08/2025,3,4,2,Élevé montant / moyen activité / récent
836,434113,07/08/2025,2,21,1,Moyen montant / faible activité / ancien
837,710911,09/08/2025,1,19,1,Moyen montant / faible activité / ancien
838,10588,07/08/2025,1,21,3,Faible montant / faible activité / intermédiaire
839,436713,13/08/2025,21,15,4,"Fidèles réguliers (activité élevée, montant moyen)"
840,932670,14/08/2025,22,14,0,Élevé montant / élevé activité / ancien
841,855907,16/08/2025,3,12,2,Élevé montant / moyen activité / récent
842,40772,17/08/2025,2,11,3,Faible montant / faible activité / intermédiaire
843,300338,14/08/2025,23,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
844,117790,15/08/2025,3,13,3,Faible montant / faible activité / intermédiaire
845,223381,03/08/2025,21,25,5,"Petits mais actifs (faible montant, très actifs)"
846,172371,13/08/2025,6,15,3,Faible montant / faible activité / intermédiaire
847,122828,01/08/2025,16,27,5,"Petits mais actifs (faible montant, très actifs)"
848,664469,24/08/2025,24,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
849,784775,24/08/2025,12,4,2,Élevé montant / moyen activité / récent
850,594090,04/08/2025,1,24,1,Moyen montant / faible activité / ancien
851,565376,07/08/2025,3,21,1,Moyen montant / faible activité / ancien
852,464995,05/08/2025,2,23,1,Moyen montant / faible activité / ancien
853,21191,11/08/2025,3,17,3,Faible montant / faible activité / intermédiaire
854,695773,24/08/2025,20,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
855,886217,21/08/2025,18,7,2,Élevé montant / moyen activité / récent
856,351631,10/08/2025,15,18,5,"Petits mais actifs (faible montant, très actifs)"
857,999909,10/08/2025,23,18,0,Élevé montant / élevé activité / ancien
858,562933,17/08/2025,8,11,2,Élevé montant / moyen activité / récent
859,158207,17/08/2025,24,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
860,214789,21/08/2025,21,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
861,545445,17/08/2025,11,11,2,Élevé montant / moyen activité / récent
862,358555,25/08/2025,7,3,3,Faible montant / faible activité / intermédiaire
863,753374,14/08/2025,10,14,2,Élevé montant / moyen activité / récent
864,278274,02/08/2025,5,26,1,Moyen montant / faible activité / ancien
865,44740,12/08/2025,13,16,5,"Petits mais actifs (faible montant, très actifs)"
866,93034,05/08/2025,21,23,5,"Petits mais actifs (faible montant, très actifs)"
867,518365,06/08/2025,2,22,1,Moyen montant / faible activité / ancien
868,809563,17/08/2025,1,11,2,Élevé montant / moyen activité / récent
869,585414,11/08/2025,22,17,0,Élevé montant / élevé activité / ancien
870,582646,12/08/2025,20,16,0,Élevé montant / élevé activité / ancien
871,515508,22/08/2025,6,6,2,Élevé montant / moyen activité / récent
872,297399,20/08/2025,6,8,3,Faible montant / faible activité / intermédiaire
873,287357,19/08/2025,21,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
874,512091,13/08/2025,19,15,4,"Fidèles réguliers (activité élevée, montant moyen)"
875,697834,21/08/2025,4,7,2,Élevé montant / moyen activité / récent
876,782071,23/08/2025,12,5,2,Élevé montant / moyen activité / récent
877,460153,23/08/2025,21,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
878,330759,15/08/2025,17,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
879,806383,07/08/2025,4,21,1,Moyen montant / faible activité / ancien
880,689806,16/08/2025,13,12,2,Élevé montant / moyen activité / récent
881,11796,12/08/2025,6,16,3,Faible montant / faible activité / intermédiaire
882,128303,07/08/2025,19,21,5,"Petits mais actifs (faible montant, très actifs)"
883,291491,06/08/2025,14,22,5,"Petits mais actifs (faible montant, très actifs)"
884,884633,20/08/2025,4,8,2,Élevé montant / moyen activité / récent
885,727900,04/08/2025,21,24,0,Élevé montant / élevé activité / ancien
886,580790,01/08/2025,5,27,1,Moyen montant / faible activité / ancien
887,561623,15/08/2025,15,13,4,"Fidèles réguliers (activité élevée, montant moyen)"
888,593049,16/08/2025,5,12,2,Élevé montant / moyen activité / récent
889,881163,10/08/2025,2,18,1,Moyen montant / faible activité / ancien
890,689979,04/08/2025,1,24,1,Moyen montant / faible activité / ancien
891,83889,11/08/2025,17,17,5,"Petits mais actifs (faible montant, très actifs)"
892,393651,07/08/2025,23,21,5,"Petits mais actifs (faible montant, très actifs)"
893,115259,10/08/2025,4,18,3,Faible montant / faible activité / intermédiaire
894,268789,01/08/2025,12,27,5,"Petits mais actifs (faible montant, très actifs)"
895,877074,05/08/2025,0,23,1,Moyen montant / faible activité / ancien
896,728658,03/08/2025,3,25,1,Moyen montant / faible activité / ancien
897,405465,20/08/2025,5,8,3,Faible montant / faible activité / intermédiaire
898,647354,06/08/2025,5,22,1,Moyen montant / faible activité / ancien
899,833615,07/08/2025,19,21,0,Élevé montant / élevé activité / ancien
900,247469,10/08/2025,10,18,5,"Petits mais actifs (faible montant, très actifs)"
901,133066,17/08/2025,8,11,3,Faible montant / faible activité / intermédiaire
902,407042,08/08/2025,11,20,5,"Petits mais actifs (faible montant, très actifs)"
903,945976,15/08/2025,21,13,0,Élevé montant / élevé activité / ancien
904,979142,17/08/2025,0,11,2,Élevé montant / moyen activité / récent
905,486485,23/08/2025,22,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
906,592096,08/08/2025,25,20,0,Élevé montant / élevé activité / ancien
907,459840,14/08/2025,20,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
908,584767,20/08/2025,24,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
909,875473,05/08/2025,12,23,0,Élevé montant / élevé activité / ancien
910,608184,04/08/2025,4,24,1,Moyen montant / faible activité / ancien
911,692092,22/08/2025,20,6,4,"Fidèles réguliers (activité élevée, montant moyen)"
912,209513,13/08/2025,4,15,3,Faible montant / faible activité / intermédiaire
913,692986,17/08/2025,2,11,2,Élevé montant / moyen activité / récent
914,83993,23/08/2025,25,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
915,397484,19/08/2025,11,9,3,Faible montant / faible activité / intermédiaire
916,988731,25/08/2025,19,3,2,Élevé montant / moyen activité / récent
917,457348,17/08/2025,23,11,4,"Fidèles réguliers (activité élevée, montant moyen)"
918,706463,21/08/2025,4,7,2,Élevé montant / moyen activité / récent
919,839897,25/08/2025,10,3,2,Élevé montant / moyen activité / récent
920,908331,13/08/2025,22,15,0,Élevé montant / élevé activité / ancien
921,825233,02/08/2025,18,26,0,Élevé montant / élevé activité / ancien
922,415471,12/08/2025,13,16,5,"Petits mais actifs (faible montant, très actifs)"
923,274767,25/08/2025,20,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
924,503746,02/08/2025,14,26,5,"Petits mais actifs (faible montant, très actifs)"
925,238552,04/08/2025,16,24,5,"Petits mais actifs (faible montant, très actifs)"
926,765249,24/08/2025,16,4,2,Élevé montant / moyen activité / récent
927,543263,12/08/2025,3,16,1,Moyen montant / faible activité / ancien
928,70469,21/08/2025,22,7,4,"Fidèles réguliers (activité élevée, montant moyen)"
929,49156,18/08/2025,9,10,3,Faible montant / faible activité / intermédiaire
930,262551,03/08/2025,7,25,5,"Petits mais actifs (faible montant, très actifs)"
931,658429,04/08/2025,23,24,0,Élevé montant / élevé activité / ancien
932,699322,04/08/2025,19,24,0,Élevé montant / élevé activité / ancien
933,319484,08/08/2025,18,20,5,"Petits mais actifs (faible montant, très actifs)"
934,393578,10/08/2025,17,18,5,"Petits mais actifs (faible montant, très actifs)"
935,324129,19/08/2025,25,9,4,"Fidèles réguliers (activité élevée, montant moyen)"
936,733676,02/08/2025,23,26,0,Élevé montant / élevé activité / ancien
937,458240,09/08/2025,2,19,1,Moyen montant / faible activité / ancien
938,494098,05/08/2025,25,23,0,Élevé montant / élevé activité / ancien
939,989646,07/08/2025,25,21,0,Élevé montant / élevé activité / ancien
940,714259,12/08/2025,8,16,1,Moyen montant / faible activité / ancien
941,294018,14/08/2025,20,14,4,"Fidèles réguliers (activité élevée, montant moyen)"
942,336061,18/08/2025,9,10,3,Faible montant / faible activité / intermédiaire
943,700363,20/08/2025,19,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
944,321932,03/08/2025,24,25,5,"Petits mais actifs (faible montant, très actifs)"
945,913919,08/08/2025,8,20,1,Moyen montant / faible activité / ancien
946,355843,07/08/2025,17,21,5,"Petits mais actifs (faible montant, très actifs)"
947,781546,05/08/2025,14,23,0,Élevé montant / élevé activité / ancien
948,376168,05/08/2025,7,23,1,Moyen montant / faible activité / ancien
949,660507,24/08/2025,19,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
950,346698,20/08/2025,25,8,4,"Fidèles réguliers (activité élevée, montant moyen)"
951,571260,24/08/2025,25,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
952,688699,17/08/2025,13,11,2,Élevé montant / moyen activité / récent
953,986564,08/08/2025,7,20,1,Moyen montant / faible activité / ancien
954,906134,08/08/2025,16,20,0,Élevé montant / élevé activité / ancien
955,594158,02/08/2025,25,26,0,Élevé montant / élevé activité / ancien
956,816913,17/08/2025,0,11,2,Élevé montant / moyen activité / récent
957,388163,24/08/2025,0,4,3,Faible montant / faible activité / intermédiaire
958,776439,11/08/2025,22,17,0,Élevé montant / élevé activité / ancien
959,472751,13/08/2025,8,15,3,Faible montant / faible activité / intermédiaire
960,554848,25/08/2025,4,3,2,Élevé montant / moyen activité / récent
961,201454,13/08/2025,11,15,3,Faible montant / faible activité / intermédiaire
962,750066,06/08/2025,9,22,1,Moyen montant / faible activité / ancien
963,132021,08/08/2025,3,20,3,Faible montant / faible activité / intermédiaire
964,353585,18/08/2025,13,10,4,"Fidèles réguliers (activité élevée, montant moyen)"
965,783710,12/08/2025,15,16,0,Élevé montant / élevé activité / ancien
966,858401,21/08/2025,8,7,2,Élevé montant / moyen activité / récent
967,472775,06/08/2025,6,22,1,Moyen montant / faible activité / ancien
968,270030,16/08/2025,3,12,3,Faible montant / faible activité / intermédiaire
969,443982,08/08/2025,3,20,1,Moyen montant / faible activité / ancien
970,429938,23/08/2025,9,5,3,Faible montant / faible activité / intermédiaire
971,333239,12/08/2025,14,16,5,"Petits mais actifs (faible montant, très actifs)"
972,620537,06/08/2025,17,22,0,Élevé montant / élevé activité / ancien
973,383139,18/08/2025,3,10,3,Faible montant / faible activité / intermédiaire
974,443401,02/08/2025,2,26,1,Moyen montant / faible activité / ancien
975,348962,12/08/2025,2,16,3,Faible montant / faible activité / intermédiaire
976,909399,25/08/2025,23,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
977,934144,22/08/2025,11,6,2,Élevé montant / moyen activité / récent
978,465278,22/08/2025,5,6,3,Faible montant / faible activité / intermédiaire
979,860483,19/08/2025,19,9,2,Élevé montant / moyen activité / récent
980,552696,25/08/2025,21,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
981,243782,23/08/2025,23,5,4,"Fidèles réguliers (activité élevée, montant moyen)"
982,956550,09/08/2025,5,19,1,Moyen montant / faible activité / ancien
983,41561,22/08/2025,23,6,4,"Fidèles réguliers (activité élevée, montant moyen)"
984,207371,14/08/2025,2,14,3,Faible montant / faible activité / intermédiaire
985,911623,23/08/2025,11,5,2,Élevé montant / moyen activité / récent
986,369923,09/08/2025,13,19,5,"Petits mais actifs (faible montant, très actifs)"
987,715853,24/08/2025,23,4,4,"Fidèles réguliers (activité élevée, montant moyen)"
988,80413,03/08/2025,5,25,5,"Petits mais actifs (faible montant, très actifs)"
989,229488,20/08/2025,6,8,3,Faible montant / faible activité / intermédiaire
990,361975,10/08/2025,15,18,5,"Petits mais actifs (faible montant, très actifs)"
991,438720,02/08/2025,11,26,5,"Petits mais actifs (faible montant, très actifs)"
992,97436,04/08/2025,7,24,5,"Petits mais actifs (faible montant, très actifs)"
993,400787,13/08/2025,15,15,5,"Petits mais actifs (faible montant, très actifs)"
994,878234,08/08/2025,13,20,0,Élevé montant / élevé activité / ancien
995,874170,08/08/2025,5,20,1,Moyen montant / faible activité / ancien
996,710636,11/08/2025,16,17,0,Élevé montant / élevé activité / ancien
997,873962,02/08/2025,12,26,0,Élevé montant / élevé activité / ancien
998,275274,01/08/2025,3,27,1,Moyen montant / faible activité / ancien
999,767928,14/08/2025,23,14,0,Élevé montant / élevé activité / ancien
1000,338375,25/08/2025,24,3,4,"Fidèles réguliers (activité élevée, montant moyen)"
